1,浅田真央「引退会見」で改めて証明した類まれなるスター性
1,北海道なめんなよ！沢尻エリカ「母になる」の墓参シーンに道産子が激怒
1,EASY AND QUICK DIY: Jewelry box
1,武井咲、“貴族”演じる相葉雅紀の座長ぶりに「いい緊張感があります」
1,土屋太鳳、キュートな“ぶいダンス”で秩父をPR
1,映画『3月のライオン』は原作をどう立体化したのか? 神木隆之介&大友監督&谷島プロデューサーそれぞれの視点 (1) 桐山零は固定された”キャラクター”ではない - 神木隆之介
1,泉里香、「ビーナスのえくぼ」「天使の羽」を出すための努力の姿公開
1,土屋太鳳がキュートなダンス披露! パパイヤ鈴木の振り付けで秩父の魅力発信
1,サマソニ出演の韓国バンドHYUKOH、1stフルアルバム日本盤をリリース
1,伝説の番組「くりぃむナントカ」4年ぶり復活
1,PS4向けリマスター『FINAL FANTASY XII THE ZODIAC AGE』海外版スクリーンショットが到着
1,夫婦喧嘩対戦ゲーム『Need For Drink』Steam早期アクセス開始
1,大塚愛の夫“不倫”でRIP SLYME欠席
1,リトグリ麻珠、無期限活動休止
1,藤原竜也主演「リバース」初回視聴率は10・3% 2桁発進
1,設立100周年を迎える女子だけの美大の同窓会が各種の記念イベントやグッズ販売を実施
1,日産自動車「SKYLINE」の誕生60周年を記念して歴代13モデルを一堂に集めたイベントが開催
1,怪物スマホタイトル『Fate/Grand Order』が遂に北米配信へ
1,『くりぃむナントカ』AbemaTVで4年ぶり復活! 5月4日に一夜限りの特番放送
1,藤原竜也主演『リバース』初回視聴率は10.3%
2,フランスで選手が観客の”襲撃”受け試合中止。リヨンは2試合連続の災難
2,【札幌】これぞエースの仕事！ ホームで無類の勝負強さを発揮する都倉賢がゴールを奪えるワケ
2,開幕から1か月半。中村俊輔が「ギアチェンジ」に例えたジュビロ磐田の課題とは？
2,上原、今季初黒星...1死も取れず3失点 連続無失点21試合でストップ
2,【神業動画】思わず二度見！ ロードバイクで「仮面ライダー乗り」をした選手が集団後方からまさかの白熱デッドヒートを演出!!
2,NHLプレーオフ(15日)
2,[4月17日 今日のバースデー]
2,【J2採点】徳島×名古屋|徳島が圧倒。諦めない渡が、84分に意地の同点弾
2,口数は少なくとも――。鹿島・遠藤康から同郷仙台の佐々木匠へと贈られた「仕掛けろ」の重み
2,17歳ボンドロウソバが初のツアー・タイトルを獲得 [ビール ビエンヌ女子オープン]
2,稲村亜美9球場目の始球式も自己最速更新ならず「胃が痛くなって」
2,ホークスに鹿児島の力水 苦しい先発陣に救いの雨
2,雨天中止に「残念」 鶴岡
2,19日M戦先発に 東浜
2,ウルフ、昨季から7連勝 チーム防御率は12球団トップ2・55
2,自称“下位の4番” 山川が1号2ラン
2,島袋7回4失点、塚田1号
2,今季初1軍合流 吉村と加治屋
2,「来たからにはやりたかった」 内川
2,万感、カモンロッソ 熊本「復興支援マッチ」2-0快勝 ロアッソ熊本
3,高所恐怖症激注意！地上152mにあるガラス底のプールがマジ怖ぇえええ！(アメリカ)
3,猫は見ていた！飼い主の留守中に羽目を外してしまったワンコ
3,気になる先住リスに姫的なアプローチ 甘えん坊なメス猫「うなぎ」
3,【衝撃】決定的瞬間！ネコとは思えない珍行動に爆笑すること間違いなし(30秒)
3,飼い猫がネズミや鳥を捕まえてきても叱ってはいけない
3,【歩くだけで...♡】子ポメラニアンの歩行が、はちゃめちゃな可愛さだった(; ・`д・ ́)
3,【変形マネキンチャレンジ】 ある男性が「蝋人形館で人形の振りをした」らこうなった！ 来館者に写真を撮られまくることに!!
3,ツイッターでFIGHT！ 学べて楽しい、動物たちが繰り広げるトーナメントバトル
3,犬のしつけに失敗する！？飼い主がやりがちな5つの間違った行為
3,身近なペット達がモチーフのテープのり「ドットライナーペット」発売
3,空を飛んでいる気持ちで泳げる、地上152メートルのガラス製プール「マーケットスクエアタワー・インフィニティ・プール」
3,ミニチュア牛、犬と親友になった結果犬化が進む。牛である事実をすっかり失念。「自分犬やし？」
3,使用したブロックの数は14万6400個...街を彩る1700本の「LEGOの水仙」が圧巻
3,『SATC』オープニングに別バージョン。キャリーが着た98年の「Itドレス」とは
3,子柴犬と365日一緒にいられる喜び♡ 新しい家族にいろんな表情を見せてくれました(* ́艸`*)！
