1,スチャダラパーの傑作『5th wheel 2 the Coach』は純日本ヒップホップが辿り着いたひとつの高み
1,VAMPS、ニューシングル「CALLING」のリリックビデオフルバージョンを解禁
1,トム・ハーディ主演の歴史ドラマ『TABOO』、2種類の特別予告編が到着！
1,観月ありさ 26年連続30作目の連ドラ主演でドS標本士「心込めて演じたい」
1,上戸彩、すっぴん&パジャマで閉め出される 愛娘の行動に仰天
1,『三代目 J Soul Brothers 山下健二郎のオールナイトニッポン』の人気コーナーが書籍化
1,VAMPS、ニューシングル「CALLING」リリックビデオフルバージョン本日公開
1,三代目JSB 山下健二郎、知られざる素顔に迫ったANN人気コーナーが書籍化
1,VAMPS、「CALLING」リリックビデオFull Ver.公開
1,新作劇場版アニメーション「K SEVEN STORIES」公開決定！さらに舞台化も発表!!
1,えっ、渡瀬恒彦さん「9係」に出演するの？
1,『攻殻機動隊』新作アニメ制作決定！ 『マクロスF』歌姫シェリルの新曲は4月26日配信!!【ざっくりアニメニュース】
1,三浦春馬、恋人・菅原小春がインスタ炎上！ 「あの女のせいでイメージ台無し」とファン悲鳴
1,ジェットスター航空、大阪/関西〜ケアンズ線で臨時便 6月10日と14日に
1,ドウェイン・ジョンソンが、ディズニー・ワールドのジャングルクルーズにサプライズ登場！
1,宝塚歌劇団103期生 笑顔を絶やさず恒例のラインダンス
1,松本隆&つんく♂が初タッグ！クミコ with 風街レビュー「砂時計」のMVが公開
1,千鳥・大悟が不倫疑惑釈明も「好きなんはダンサーじゃのうて金髪」
1,高梨臨、2018年大河ドラマ『西郷どん』出演決定「夢の舞台に立てるのが光栄」
1,秒速で笑えるマンガ『カツアゲ2』ヘアドロップ|アーノルズはせがわ
2,西武浅村が適時打「得点圏だったので積極的に」
2,バルサ撃破 アウベス古巣語る
2,ディバラ「メッシになりたいとは思わない」 バルサ相手に2得点の活躍
2,バルサ監督「喪中の状態」と白旗宣言 ユベントスに3点差完敗
2,キャンベル、実戦復帰 いきなり安打も「最初は130キロ台が150キロに見えた」
2,ロッテ 先着2万人にTシャツ配布 大地「一緒に盛り上げましょう」
2,11日のメジャーリーグ 日本人選手の出場なし 青木は2戦連続で出番なし
2,東洋大・村上、初戦でデビュー=東都大学野球
2,民進幹事長「旧党名に愛着」
2,日本ハム 村田が13日ソフトバンク戦で移籍後初先発へ「普通にやるだけ」
2,リヴァプール、DFモレノを今夏売却へ...インテルとミランが興味を示す
2,ランパード氏がアザールの成長ぶりに太鼓判「さらに成熟した」
2,【プロ野球】おかえりムネリン！ 海の向こうでの5年間、メジャー&マイナーの成績をまとめて紹介
2,アトレティコ、年俸増額でエース流出を阻止。マンUやレアルなどが興味
2,松坂大輔、11年ぶり1軍先発 「怪物復活」「客寄せパンダ」と意見二分
2,生きざま映す引き際=浅田、挑んで完全燃焼-フィギュア
2,伊藤みどりさん「誇りに思う」=引退の浅田たたえる
2,「さようなら、浅田」=活躍称賛、金妍児は沈黙-韓国報道
2,楽天は一回にベゲーロの先制2ラン「しっかり仕留めることができた」
2,村田透-バンデンハーク／13日セパ予告先発
3,貫禄がありすぎる 大きな岩をソファにしてくつろぐフサフサの熊さん
3,海外で『ペルソナ5』「戦闘メニューコラージュ」が流行の兆し
3,ぜんぜん豆苗が生えてこないなぁ... →衝撃の事実が！
3,高所恐怖症激注意！地上152mにあるガラス底のプールがマジ怖ぇえええ！(アメリカ)
3,猫は見ていた！飼い主の留守中に羽目を外してしまったワンコ
3,気になる先住リスに姫的なアプローチ 甘えん坊のメス猫「うなぎ」
3,【衝撃】決定的瞬間！ネコとは思えない珍行動に爆笑すること間違いなし(30秒)
3,飼い猫がネズミや鳥を捕まえてきても叱ってはいけない
3,【歩くだけで...♡】子ポメラニアンの歩行が、はちゃめちゃな可愛さだった(; ・`д・ ́)
3,【変形マネキンチャレンジ】 ある男性が「蝋人形館で人形の振りをした」らこうなった！ 来館者に写真を撮られまくることに!!
3,ツイッターでFIGHT！ 学べて楽しい、動物たちが繰り広げるトーナメントバトル
3,犬のしつけに失敗する！？飼い主がやりがちな5つの間違った行為
3,身近なペット達がモチーフのテープのり「ドットライナーペット」発売
3,空を飛んでいる気持ちで泳げる、地上152メートルのガラス製プール「マーケットスクエアタワー・インフィニティ・プール」
3,ミニチュア牛、犬と親友になった結果犬化が進む。牛である事実をすっかり失念。「自分犬やし？」
3,使用したブロックの数は14万6400個...街を彩る1700本の「LEGOの水仙」が圧巻
3,『SATC』オープニングに別バージョン。キャリーが着た98年の「Itドレス」とは
3,子柴犬と365日一緒にいられる喜び♡ 新しい家族にいろんな表情を見せてくれました(* ́艸`*)！
3,【不審すぎる...笑】ロバート秋山が家出少女を救うFPO法人キヨちゃん先生に
3,脱毛症の7歳少女「奇抜なヘアスタイルで登校する日」に披露した髪型が美しい
4,“拳銃”突きつけ...陸自隊員6000万円小切手を奪う
4,バイエル薬品 無断で200人カルテ閲覧 書き写しも
4,ガソリン価格2週連続横ばい 来週は小幅値上がりか
4,総理が小池知事批判 首都決戦で自公に“すきま風”
4,【NEWSの深層】福島原発事故7年目の課題
4,佐々木ベジ氏、ソレキア株式へのTOB価格を4500円から5300円に引き上げ
4,AIが企業と顧客の接点に アクセンチュア最新調査
4,日産米国販売3.2%増、SUVは29%増 3月
4,JR東日本、房総「自転車の旅」専用車両を導入へ
4,重厚感ある硬めのタッチと落ち着きはらった矢のような直進性が魅力のマツダ『ロードスターRF』
4,バンナム、初のカジノゲーム開発 「パックマン」スロットを海外展開
4,「浅草ビューホテル」で12人食中毒 ローストビーフが原因
4,だまし取ったカードで84万円を引き出した茶髪ギャル 警察が写真公開
4,熊本・益城町で建物火災との通報
4,1歳男児暴行の父「ぐずったので床に叩きつけた」
